subject,lhWhiteSurfArea,lhMeanThickness,rhWhiteSurfArea,rhMeanThickness,WhiteSurfArea,MeanThickness,lhCortexVol,rhCortexVol,CortexVol,lhCorticalWhiteMatterVol,rhCorticalWhiteMatterVol,CorticalWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,IntraCranialVol
0050275,83756.6,2.82244,82424.7,2.77322,166181.3,2.79783,267998.685309,259574.351151,527573.03646,212014.828125,210914.046875,422928.875,178541.0,706114.03646,1044057.89781,1196697.05854
0050276,78486.5,2.56416,81780.0,2.45413,160266.5,2.509145,228400.088218,222734.981357,451135.069575,224864.90625,226885.484375,451750.390625,171110.0,622245.069575,991795.044724,1366368.99974
0050277,70457.2,2.45291,76121.2,2.44836,146578.4,2.450635,196252.253901,206669.289137,402921.543038,204051.703125,215477.25,419528.953125,174637.0,577558.543038,922925.820958,1368329.3798
0050278,113218.0,2.78452,114160.0,2.69601,227378.0,2.740265,355396.606452,351690.511576,707087.118027,278815.359375,275654.953125,554470.3125,210102.0,917189.118027,1401607.81858,1815707.28602
0050279,76918.0,2.59848,76573.2,2.62841,153491.2,2.613445,224071.600722,224163.319278,448234.920001,242543.484375,246336.71875,488880.203125,162510.0,610744.920001,1032289.50132,1324829.27183
0050280,90530.3,2.65487,90121.5,2.67555,180651.8,2.66521,266104.309856,266258.482794,532362.79265,245802.515625,244506.75,490309.265625,165708.0,698070.79265,1123800.6864,1507197.37616
0050281,84088.4,2.63735,82919.9,2.5903,167008.3,2.613825,256004.217547,245691.907483,501696.125031,224775.484375,217758.25,442533.734375,205225.0,706921.125031,1058897.09285,1499593.72303
0050282,91203.6,2.69592,89813.4,2.73456,181017.0,2.71524,267925.709763,270179.631277,538105.34104,254885.890625,253376.96875,508262.859375,183762.0,721867.34104,1151205.24632,1547133.33827
0050284,77093.7,2.75452,76942.5,2.79041,154036.2,2.772465,239440.563399,237986.602509,477427.165908,200278.21875,201562.78125,401841.0,158334.0,635761.165908,968845.971698,1232917.88999
0050285,87902.5,2.7746,89672.2,2.73468,177574.7,2.75464,274942.208583,273809.736273,548751.944856,225374.921875,225043.5625,450418.484375,178408.0,727159.944856,1100607.01496,1481423.17745
0050286,76918.0,2.59848,76573.2,2.62841,153491.2,2.613445,224071.600722,224163.319278,448234.920001,242543.484375,246336.71875,488880.203125,162510.0,610744.920001,1032289.50132,1324829.27183
0050287,104644.0,2.71001,107700.0,2.65198,212344.0,2.680995,317766.295804,310472.301461,628238.597265,275379.484375,275342.109375,550721.59375,200894.0,829132.597265,1296781.82249,1693733.46575
0050288,68673.4,2.52639,73316.1,2.40645,141989.5,2.46642,199155.816868,200573.740956,399729.557824,178553.109375,188047.515625,366600.625,179412.0,579141.557824,870694.229804,1454597.44742
0050289,83215.6,2.59643,83107.9,2.62895,166323.5,2.61269,246658.452636,247536.214526,494194.667162,209847.03125,210644.984375,420492.015625,170536.0,664730.667162,1024076.96807,1202376.89642
0050290,94499.1,2.79916,94563.3,2.75553,189062.4,2.777345,298298.620067,292808.497564,591107.117631,233561.125,233759.578125,467320.703125,186586.0,777693.117631,1162003.23203,1397400.16068
0050291,75121.1,2.59515,76411.6,2.61638,151532.7,2.605765,224165.484123,228719.383299,452884.867423,207849.125,208341.859375,416190.984375,175111.0,627995.867423,956194.674007,1181988.58396
0050292,90058.2,2.82821,89172.6,2.81666,179230.8,2.822435,289919.236442,285832.963672,575752.200114,225331.609375,222566.6875,447898.296875,170457.0,746209.200114,1130124.25486,1528803.23542
0050293,99477.0,2.62924,99040.8,2.66623,198517.8,2.647735,298411.88205,301710.152001,600122.034051,267811.484375,267992.484375,535803.96875,196596.0,796718.034051,1236161.70852,1471257.15007
0050294,85997.3,2.77777,85803.2,2.73617,171800.5,2.75697,262530.402836,261020.30039,523550.703225,256002.140625,257831.1875,513833.328125,194997.0,718547.703225,1139685.90969,1496369.90002
0050295,99293.9,2.78719,97622.3,2.75158,196916.2,2.769385,312064.577563,304978.101293,617042.678856,248275.15625,244091.71875,492366.875,205204.0,822246.678856,1208782.75399,1599643.06617
0050296,92007.4,2.52745,90510.2,2.54198,182517.6,2.534715,260046.040565,255547.241845,515593.28241,240807.96875,236850.15625,477658.125,181687.0,697280.28241,1090843.18065,1478464.9649
0050297,93376.7,2.61874,91544.9,2.6088,184921.6,2.61377,277036.185458,267793.033422,544829.21888,265548.28125,261747.828125,527296.109375,195091.0,739920.21888,1181973.99498,1611043.73125
0050298,80607.8,2.76637,81821.6,2.77561,162429.4,2.77099,256540.180796,256279.06289,512819.243686,212929.796875,215547.21875,428477.015625,197002.0,709821.243686,1059260.49121,1309369.70195
0050300,69613.4,2.962,68493.1,2.96046,138106.5,2.96123,245238.962522,238286.711607,483525.674129,167838.546875,165202.640625,333041.1875,168639.0,652164.674129,912636.046395,1210697.0202
0050301,87792.8,2.76574,88943.3,2.7096,176736.1,2.73767,267701.181432,263617.412252,531318.593685,283175.46875,282932.390625,566107.859375,215985.0,747303.593685,1199418.07621,1597542.60945
0050302,73408.0,2.85267,74387.0,2.94183,147795.0,2.89725,243147.353956,251610.164054,494757.51801,193706.34375,197072.984375,390779.328125,176027.0,670784.51801,980660.265074,1335158.45702
0050304,84921.6,2.82458,87371.9,2.72727,172293.5,2.775925,278150.970981,273979.969618,552130.940598,233703.125,233857.890625,467561.015625,214851.0,766981.940598,1122415.01207,1522204.37817
0051469,96612.9,2.49855,96359.6,2.56734,192972.5,2.532945,273796.681166,277562.321573,551359.00274,273573.03125,274141.78125,547714.8125,200038.0,751397.00274,1214685.68319,1856465.06212
0050306,84099.2,2.47325,88184.7,2.47919,172283.9,2.47622,239961.085999,245504.646701,485465.7327,220690.75,230205.875,450896.625,182823.0,668288.7327,1056601.10579,1204072.17791
0050307,73474.0,2.67511,77296.3,2.68851,150770.3,2.68181,226160.342133,236953.585116,463113.927249,184037.765625,193174.640625,377212.40625,169993.0,633106.927249,937338.987648,1210287.61111
0050308,81529.7,2.69581,79798.4,2.64263,161328.1,2.66922,246406.806306,237444.605392,483851.411699,223029.859375,217249.15625,440279.015625,203860.0,687711.411699,1030691.88895,1292320.66933
0051466,94117.3,2.54031,92740.1,2.56699,186857.4,2.55365,267285.115122,266691.784498,533976.89962,257693.515625,254039.734375,511733.25,197858.0,731834.89962,1149960.00317,1611795.31239
0050310,93345.7,2.89163,93043.2,2.91718,186388.9,2.904405,307877.146781,307903.593724,615780.740505,231091.5,232744.78125,463836.28125,197581.0,813361.740505,1187357.97484,1550547.63618
0051464,118282.0,2.79349,121959.0,2.78418,240241.0,2.788835,370763.528951,381705.798007,752469.326958,316570.015625,316476.296875,633046.3125,246735.0,999204.326958,1515487.51764,1798138.24916
0050312,95912.9,2.591,93447.2,2.58533,189360.1,2.588165,272556.465735,260225.377225,532781.84296,259331.796875,255730.109375,515061.90625,170992.0,703773.84296,1172696.19378,1524963.62782
0050314,92052.4,2.63783,90188.6,2.72362,182241.0,2.680725,270554.160077,272474.785312,543028.945389,257639.34375,254441.046875,512080.390625,188975.0,732003.945389,1164981.44955,1667588.38457
0050315,90289.2,2.70756,88459.7,2.69774,178748.9,2.70265,278421.369633,273284.244722,551705.614356,243780.109375,239327.078125,483107.1875,215361.0,767066.614356,1170306.10212,1658593.64104
0050316,82438.4,2.57857,82108.8,2.56563,164547.2,2.5721,234970.715099,235249.083151,470219.79825,228512.03125,227788.546875,456300.578125,197016.0,667235.79825,1049503.11757,1484293.34736
0050317,76264.1,2.69892,76951.7,2.6624,153215.8,2.68066,242278.028604,237656.793127,479934.821731,217568.65625,217315.609375,434884.265625,199036.0,678970.821731,1033928.73696,1608071.61921
0050318,86266.7,2.90928,83514.5,2.88036,169781.2,2.89482,282906.382135,277441.476983,560347.859118,216787.859375,211998.421875,428786.28125,159208.0,719555.859118,1089042.07039,1357052.83483
0050319,79024.0,2.79096,79015.9,2.79974,158039.9,2.79535,256193.960951,256798.057193,512992.018144,211329.796875,210432.609375,421762.40625,185435.0,698427.018144,1040807.0049,1520807.61853
0050320,85935.6,2.58011,84803.4,2.57485,170739.0,2.57748,246514.706512,245841.777832,492356.484344,253704.328125,249411.9375,503116.265625,186169.0,678525.484344,1101553.26586,1442064.63939
0050321,96405.5,2.58412,96383.6,2.61041,192789.1,2.597265,277528.640164,277258.435468,554787.075632,265775.5625,264786.9375,530562.5,164307.0,719094.075632,1202719.38052,1530390.55887
0050322,73198.3,2.61391,77705.3,2.64822,150903.6,2.631065,221132.191476,234347.779233,455479.970709,215132.53125,217509.296875,432641.828125,189306.0,644785.970709,1039329.73201,1572891.80468
0051465,85074.5,2.66304,85703.4,2.64724,170777.9,2.65514,255313.393328,254833.079772,510146.4731,226322.875,223744.421875,450067.296875,212624.0,722770.4731,1078727.48399,1592968.97731
0050324,101199.0,2.7119,101185.0,2.71501,202384.0,2.713455,308638.926594,308468.333118,617107.259712,270840.734375,267557.15625,538397.890625,175814.0,792921.259712,1249602.68422,1675399.90417
0050325,83967.7,2.79339,83821.6,2.73875,167789.3,2.76607,267664.686103,261300.930758,528965.616861,236233.671875,239303.578125,475537.25,203099.0,732064.616861,1113032.26711,1570753.76723
0050326,89457.4,2.70729,88272.0,2.67628,177729.4,2.691785,269011.353611,261302.316916,530313.670527,240598.734375,236287.265625,476886.0,182962.0,713275.670527,1109857.99961,1553574.3201
0050327,80315.1,2.61889,79506.1,2.6592,159821.2,2.639045,238487.62093,236943.31678,475430.93771,208078.21875,209492.1875,417570.40625,192450.0,667880.93771,988266.462288,1415777.35964
0050328,94633.3,2.47234,94547.6,2.37983,189180.9,2.426085,258358.638979,246753.378772,505112.017751,261631.140625,264028.921875,525660.0625,192966.0,698078.017751,1145989.49398,1590967.46717
0050329,105546.0,2.70227,103224.0,2.68761,208770.0,2.69494,314469.432603,309672.054838,624141.487441,305622.46875,298742.9375,604365.40625,232650.0,856791.487441,1349611.45559,1975460.30362
0050330,85354.5,2.69595,86798.2,2.69763,172152.7,2.69679,258309.981715,264148.040536,522458.022251,235577.359375,238180.46875,473757.828125,203337.0,725795.022251,1121911.78111,1508626.61372
0050331,83827.1,2.61046,85423.8,2.60051,169250.9,2.605485,244827.819384,247036.884792,491864.704175,263619.84375,268375.484375,531995.328125,198873.0,690737.704175,1134717.98243,1524486.77465
0050332,82182.0,2.69495,84556.0,2.67503,166738.0,2.68499,250694.350104,250582.529388,501276.879492,207845.59375,209840.984375,417686.578125,173508.0,674784.879492,1009484.82142,1366889.46523
0050333,98676.9,2.65848,98443.9,2.64977,197120.8,2.654125,291607.791891,288746.61833,580354.410221,269414.546875,265100.046875,534514.59375,182816.0,763170.410221,1233541.64752,1468844.70051
0050334,86964.6,2.94888,87150.9,2.98503,174115.5,2.966955,297058.682641,298623.786429,595682.46907,234456.1875,234451.71875,468907.90625,185714.0,781396.46907,1165110.30166,1282079.05355
0050335,90151.4,2.67658,89058.1,2.70381,179209.5,2.690195,271284.170846,270246.018076,541530.188921,248480.859375,246746.75,495227.609375,198794.0,740324.188921,1137606.91816,1402684.29007
0050336,75302.1,2.83975,73701.3,2.81961,149003.4,2.82968,243319.807061,239498.666198,482818.473259,194183.640625,191886.328125,386069.96875,155120.0,637938.473259,959032.362037,1164646.87869
0050337,93709.1,2.84627,92696.2,2.89414,186405.3,2.870205,306546.136947,302801.729011,609347.865958,260488.375,257231.734375,517720.109375,191536.0,800883.865958,1231399.45596,1606435.68952
0050338,76026.3,2.62029,75289.7,2.68006,151316.0,2.650175,225213.585955,226845.8657,452059.451656,218082.640625,216770.046875,434852.6875,154950.0,607009.451656,980554.1155,1328142.22576
0050339,92779.2,2.63598,92575.0,2.62715,185354.2,2.631565,277352.823257,276514.978436,553867.801693,283557.875,282465.90625,566023.78125,220462.0,774329.801693,1242158.01461,1762996.57965
0050340,74527.9,2.77115,73643.6,2.75137,148171.5,2.76126,234183.957267,232724.333266,466908.290533,219452.09375,215841.40625,435293.5,181565.0,648473.290533,995114.064249,1435683.28537
0050341,76025.2,2.65633,73971.3,2.58093,149996.5,2.61863,228925.153387,219409.326447,448334.479834,206123.296875,203430.78125,409554.078125,174504.0,622838.479834,956036.292843,1027206.14686
0050342,86254.1,2.81237,83837.5,2.90131,170091.6,2.85684,284348.110589,281707.373371,566055.483959,222245.53125,217265.5625,439511.09375,192359.0,758414.483959,1112883.33186,1500138.02389
0050343,66672.2,2.68523,68014.4,2.70225,134686.6,2.69374,204466.474916,208550.629454,413017.10437,172867.859375,174924.65625,347792.515625,145050.0,558067.10437,842065.839413,1075577.64459
0050344,78007.4,2.6624,77652.8,2.65848,155660.2,2.66044,230120.934958,230566.108708,460687.043666,226410.390625,226338.8125,452749.203125,160510.0,621197.043666,1003525.33867,1343517.80057
0050346,91509.2,2.63627,91989.1,2.624,183498.3,2.630135,278896.358487,276784.59791,555680.956398,269111.671875,272184.203125,541295.875,204079.0,759759.956398,1205249.48486,1654552.66824
0050347,87421.8,2.79015,88458.3,2.80707,175880.1,2.79861,277830.137866,281123.439816,558953.577682,261029.15625,259667.828125,520696.984375,164722.0,723675.577682,1181081.90142,1279022.28116
0050348,81908.2,2.45851,80950.2,2.33433,162858.4,2.39642,219966.61788,207194.266133,427160.884013,243691.640625,241335.515625,485027.15625,161485.0,588645.884013,1009242.24059,1033291.88272
0050349,93869.0,2.68421,94521.7,2.72975,188390.7,2.70698,284008.435297,287329.76316,571338.198456,285973.609375,292432.640625,578406.25,188350.0,759688.198456,1264594.78763,1657100.32967
0050350,103679.0,2.83945,100915.0,2.83538,204594.0,2.837415,324592.815192,315449.756566,640042.571758,282931.0,279069.734375,562000.734375,220206.0,860248.571758,1318137.31772,1730143.5171
0050351,90059.7,2.82657,90623.1,2.84118,180682.8,2.833875,286103.37039,285530.794523,571634.164913,261228.15625,262763.28125,523991.4375,187680.0,759314.164913,1198297.68852,1534079.70472
0050352,97173.7,2.50358,98439.7,2.61826,195613.4,2.56092,268190.479555,276095.728187,544286.207742,294554.84375,294241.109375,588795.953125,209550.0,753836.207742,1247128.75259,1699391.50093
0050353,79524.2,2.8905,80230.7,2.84405,159754.9,2.867275,258498.155013,257600.846414,516099.001427,225494.71875,225789.890625,451284.609375,185665.0,701764.001427,1077569.69083,1495282.49931
0050354,82411.5,2.64449,82073.2,2.6085,164484.7,2.626495,251299.726438,245506.743711,496806.470149,209167.109375,211366.28125,420533.390625,194331.0,691137.470149,1023046.48377,1429325.40495
0050355,85764.0,2.8341,85215.1,2.85105,170979.1,2.842575,274137.754625,273477.747302,547615.501928,231960.609375,231252.234375,463212.84375,185650.0,733265.501928,1109190.61637,1281141.79726
0050356,76252.8,2.62767,75262.1,2.64083,151514.9,2.63425,229318.123156,225809.881541,455128.004697,216646.59375,214388.9375,431035.53125,155966.0,611094.004697,976832.632457,1293255.63013
0050357,88906.0,2.83716,87966.5,2.7873,176872.5,2.81223,287991.093553,282475.029566,570466.123119,215139.703125,211888.890625,427028.59375,161295.0,731761.123119,1105431.24465,1349388.16204
0050358,82119.3,2.81832,80524.1,2.82339,162643.4,2.820855,268056.53403,267390.445142,535446.979173,190001.75,187011.640625,377013.390625,175249.0,710695.979173,1023723.49648,1237400.6561
0050359,67198.9,2.87722,67195.7,2.89475,134394.6,2.885985,220765.436406,222545.344766,443310.781172,176198.515625,177647.015625,353845.53125,156446.0,599756.781172,875444.990445,1244678.74615
0050360,85021.4,2.74017,84534.3,2.70042,169555.7,2.720295,265448.28161,261407.399874,526855.681484,236806.53125,235143.546875,471950.078125,191940.0,718795.681484,1083389.74742,1498134.432
0050361,79623.7,2.59906,79480.8,2.58057,159104.5,2.589815,229363.453229,228562.289975,457925.743205,240186.65625,241279.1875,481465.84375,186406.0,644331.743205,1041231.18886,1457533.36186
0050362,81611.5,2.72314,82312.2,2.76204,163923.7,2.74259,252380.082478,255505.413308,507885.495786,210847.796875,212221.515625,423069.3125,193031.0,700916.495786,1039441.55228,1443939.34219
0050363,99186.8,2.793,97291.0,2.80032,196477.8,2.79666,319418.48999,313618.43005,633036.92004,279855.25,276692.546875,556547.796875,192230.0,825266.92004,1330353.44395,1653091.70412
0050364,84112.4,2.84834,83929.5,2.79748,168041.9,2.82291,274995.502263,265024.637393,540020.139656,224034.21875,223275.1875,447309.40625,190780.0,730800.139656,1078742.21075,1444845.24458
0050365,70975.4,2.69155,72034.8,2.66017,143010.2,2.67586,206833.901218,208166.283924,415000.185143,210864.96875,213718.015625,424582.984375,175926.0,590926.185143,924649.041663,1276395.4386
0050366,87285.9,2.87359,86789.7,2.93375,174075.6,2.90367,287230.417989,292014.035193,579244.453182,228971.15625,228623.78125,457594.9375,193741.0,772985.453182,1141188.43972,1512353.08108
0050367,83048.4,3.04215,86488.6,3.01108,169537.0,3.026615,292968.996153,301644.770014,594613.766167,220290.796875,224287.390625,444578.1875,188538.0,783151.766167,1137576.16473,1479401.06029
0050368,99947.1,2.67535,100411.0,2.68366,200358.1,2.679505,292622.502747,294290.468427,586912.971174,300964.46875,301174.8125,602139.28125,190022.0,776934.971174,1294527.63805,1665975.74181
0050369,78050.0,2.61764,78556.9,2.65348,156606.9,2.63556,232161.855962,233168.904901,465330.760863,204178.40625,207333.40625,411511.8125,181426.0,646756.760863,968698.165259,1351749.86833
0050370,89372.6,2.78749,88350.2,2.83547,177722.8,2.81148,279689.642104,280484.324257,560173.966361,251331.015625,248984.265625,500315.28125,186703.0,746876.966361,1138477.75421,1522586.31255
0050371,93631.5,2.60928,99367.0,2.59158,192998.5,2.60043,280611.548969,287991.112735,568602.661703,264521.21875,284900.125,549421.34375,188614.0,757216.661703,1233151.06112,1665925.81094
0050372,97486.1,2.68124,98685.9,2.66978,196172.0,2.67551,292185.865944,290121.538799,582307.404743,266292.4375,268532.9375,534825.375,174853.0,757160.404743,1216074.15877,1534296.0386
0050373,87129.9,2.54126,86821.1,2.47993,173951.0,2.510595,246450.708165,238341.629941,484792.338106,252560.71875,252192.875,504753.59375,183394.0,668186.338106,1091873.41794,1595092.91376
0050374,79787.5,2.64952,78720.3,2.59958,158507.8,2.62455,237522.029166,231547.967083,469069.996249,206846.28125,205811.3125,412657.59375,193081.0,662150.996249,980999.34431,1357924.61223
0050375,76017.5,2.76965,75851.4,2.8057,151868.9,2.787675,243109.421689,245778.451991,488887.87368,195277.671875,197235.453125,392513.125,161387.0,650274.87368,965481.560951,1310037.27773
0050376,77753.1,2.69041,76994.8,2.70067,154747.9,2.69554,240061.486723,231970.697644,472032.184367,211138.875,208917.015625,420055.890625,130493.0,602525.184367,998631.052799,1002283.67654
0050377,106297.0,2.54728,105415.0,2.54393,211712.0,2.545605,295062.817532,294950.270033,590013.087565,301895.0,300332.09375,602227.09375,187676.0,777689.087565,1304437.70389,1470940.24891
0050378,90636.8,2.68213,90790.1,2.6035,181426.9,2.642815,268224.648874,262830.787879,531055.436753,238574.484375,240142.71875,478717.203125,192097.0,723152.436753,1111975.26674,1543624.5344
0050379,83343.5,2.79582,80928.5,2.81215,164272.0,2.803985,267937.570943,259969.09908,527906.670023,223862.703125,217109.203125,440971.90625,162703.0,690609.670023,1066046.51199,1414229.66763
0050380,93113.2,2.55033,95803.4,2.53743,188916.6,2.54388,263975.684636,268316.680728,532292.365365,264438.71875,266664.140625,531102.859375,180348.0,712640.365365,1170697.20739,1508208.49848
0050381,95471.3,2.60837,94237.8,2.63531,189709.1,2.62184,280115.400423,278159.054389,558274.454812,271760.171875,270130.34375,541890.515625,203725.0,761999.454812,1215263.38019,1410738.38973
0050382,88799.7,2.60664,88020.4,2.63276,176820.1,2.6197,261363.606804,260483.408707,521847.015511,266957.328125,266785.671875,533743.0,212533.0,734380.015511,1158240.16654,1359849.39016
0050383,89166.5,2.57808,88882.5,2.55268,178049.0,2.56538,259549.376575,255642.41045,515191.787024,259182.25,258265.734375,517447.984375,163838.0,679029.787024,1147647.40601,987128.384725
0050385,89023.4,2.59904,89257.1,2.5891,178280.5,2.59407,259957.146245,260271.789258,520228.935503,243451.546875,242930.265625,486381.8125,169505.0,689733.935503,1107247.34321,1094131.78114
0050386,101241.0,2.65162,103881.0,2.64579,205122.0,2.648705,298349.661482,300320.37862,598670.040102,282837.40625,286172.25,569009.65625,213036.0,811706.040102,1278813.88635,1330457.05552
0050387,88327.4,2.7792,87594.7,2.76669,175922.1,2.772945,279097.319692,268652.668896,547749.988588,258379.828125,257629.65625,516009.484375,198067.0,745816.988588,1147672.99116,1255416.72279
0050388,91779.0,2.60936,91972.0,2.62393,183751.0,2.616645,271686.956182,271845.215634,543532.171817,259439.453125,261483.453125,520922.90625,197052.0,740584.171817,1168368.92241,1488864.11369
0050390,87024.1,2.82374,86421.9,2.85943,173446.0,2.841585,283902.920459,279681.220287,563584.140746,231346.953125,228870.59375,460217.546875,196269.0,759853.140746,1125866.11942,1302843.65439
0050391,92286.4,2.60032,92829.9,2.67463,185116.3,2.637475,264345.344242,269731.13491,534076.479152,285800.765625,286248.40625,572049.171875,202642.0,736718.479152,1225258.22081,1379234.53071
0050397,79350.5,2.79669,77527.6,2.77424,156878.1,2.785465,252142.705002,249051.886318,501194.591321,199064.71875,197297.984375,396362.703125,184885.0,686079.591321,998346.094228,1475036.95752
0050399,77493.2,2.62564,78963.8,2.62387,156457.0,2.624755,230964.58878,230934.98861,461899.57739,234183.703125,238148.390625,472332.09375,166387.0,628286.57739,1041690.41676,1503776.67998
0050402,80838.0,2.81395,85360.6,2.75791,166198.6,2.78593,258851.962971,273050.976237,531902.939208,200254.765625,202222.0,402476.765625,172225.0,704127.939208,1034462.09206,1285945.84864
0050403,97216.4,2.61336,100578.0,2.58709,197794.4,2.600225,293263.270989,298818.299818,592081.570807,263062.328125,268018.59375,531080.921875,206409.0,798490.570807,1240312.97223,1757410.97999
0050404,59721.8,2.61583,60186.8,2.64794,119908.6,2.631885,176338.439005,183710.857269,360049.296274,135831.9375,136714.390625,272546.328125,129953.0,490002.296274,699379.019744,975063.270407
0050405,85173.4,2.52379,88866.5,2.53288,174039.9,2.528335,242264.514972,250623.824058,492888.33903,257848.875,260968.65625,518817.53125,202445.0,695333.33903,1124157.48696,1579849.10968
0050406,90425.1,2.6187,93627.7,2.56555,184052.8,2.592125,271120.67264,272276.675135,543397.347776,259482.953125,267056.078125,526539.03125,197832.0,741229.347776,1179076.50071,1596648.87041
0050407,76298.6,2.40264,77662.8,2.2709,153961.4,2.33677,200450.417693,195133.276943,395583.694635,217682.453125,216369.40625,434051.859375,159767.0,555350.694635,919950.462326,1279460.48867
0050408,91701.5,2.69414,94424.4,2.65034,186125.9,2.67224,279279.726792,278575.359055,557855.085847,248845.59375,256973.75,505819.34375,180468.0,738323.085847,1169682.68149,1630720.88817
0050410,89594.5,2.48149,88418.4,2.465,178012.9,2.473245,252369.445493,248278.811604,500648.257097,254869.1875,244811.125,499680.3125,203586.0,704234.257097,1107732.32628,1636171.32474
0050411,108435.0,2.64098,108239.0,2.55747,216674.0,2.599225,317161.492812,306623.594471,623785.087283,307263.140625,302889.5625,610152.703125,224107.0,847892.087283,1340219.24576,1843400.81906
0050412,86433.8,2.65881,89151.5,2.59953,175585.3,2.62917,261166.726765,262129.579779,523296.306544,232039.546875,235661.90625,467701.453125,202599.0,725895.306544,1083778.63544,1485192.70105
0050413,88449.9,2.85415,85560.0,2.79291,174009.9,2.82353,284330.599835,265783.317869,550113.917704,248899.234375,241011.375,489910.609375,198503.0,748616.917704,1175553.9447,1536005.80874
0050414,84094.5,2.57816,83306.6,2.56778,167401.1,2.57297,243656.099103,241776.30678,485432.405883,222280.09375,223075.25,445355.34375,210563.0,695995.405883,1035956.53852,1308923.35185
0050415,85139.6,2.43061,86506.0,2.44075,171645.6,2.43568,227080.251293,228515.175918,455595.427211,230220.09375,233135.265625,463355.359375,113233.0,568828.427211,1018969.53626,1465670.61456
0050416,96105.9,2.52974,100608.0,2.51003,196713.9,2.519885,272909.097829,277420.208821,550329.30665,255933.765625,265582.3125,521516.078125,198960.0,749289.30665,1185821.52274,1672260.78104
0050417,89076.8,2.53253,83133.8,2.54638,172210.6,2.539455,252979.05664,233539.446882,486518.503522,231193.703125,215365.546875,446559.25,189531.0,676049.503522,1038423.48053,1473437.43843
0050418,89702.4,2.66159,84282.7,2.80834,173985.1,2.734965,264693.065454,267911.301102,532604.366555,226407.609375,222540.640625,448948.25,192493.0,725097.366555,1074041.23354,1542478.31592
0050419,74092.6,2.5936,76316.2,2.54728,150408.8,2.57044,211619.117281,214822.635168,426441.752449,218836.6875,217866.46875,436703.15625,161422.0,587863.752449,945515.293533,1268847.8566
0050421,89291.4,2.66292,89028.6,2.64754,178320.0,2.65523,269919.526605,266862.95513,536782.481735,252934.15625,249541.796875,502475.953125,160802.0,697584.481735,1139579.98967,1601696.93282
0050422,82125.6,2.50908,87764.5,2.45957,169890.1,2.484325,235535.669455,240355.124699,475890.794154,216643.265625,231368.59375,448011.859375,188140.0,664030.794154,1029446.48318,1603079.279
0051462,98622.1,2.74855,100425.0,2.78718,199047.1,2.767865,301616.702138,308563.073033,610179.775171,297520.0625,305869.390625,603389.453125,204890.0,815069.775171,1323988.993,1462143.56461
0050424,90580.0,2.51351,93357.9,2.50947,183937.9,2.51149,253061.999731,253920.248806,506982.248537,250913.390625,253097.21875,504010.609375,186235.0,693217.248537,1114628.39275,1405402.94703
0050425,91825.0,2.58803,92069.4,2.52519,183894.4,2.55661,261877.936749,255390.466963,517268.403711,230958.765625,228907.625,459866.390625,211548.0,728816.403711,1077353.7752,1475643.38585
0050426,87190.3,2.69623,86872.2,2.68489,174062.5,2.69056,270324.334343,266588.507806,536912.842149,211046.859375,209540.203125,420587.0625,185760.0,722672.842149,1063760.81038,1480410.89192
0050427,82102.4,2.61558,85011.7,2.52414,167114.1,2.56986,239259.259339,234455.77025,473715.029589,233788.390625,240092.59375,473880.984375,197706.0,671421.029589,1049922.22815,1355576.49412
0050428,78073.6,2.48184,76235.6,2.54403,154309.2,2.512935,218683.817016,218869.720887,437553.537904,210834.609375,206228.375,417062.984375,160887.0,598440.537904,956950.936875,1146979.72464
0050432,115074.0,2.79299,118947.0,2.74727,234021.0,2.77013,352458.96869,360174.616678,712633.585368,365488.359375,383514.296875,749002.65625,266883.0,979516.585368,1634480.77209,2283455.66844
0050433,92237.3,2.76698,93924.9,2.76473,186162.2,2.765855,287994.502399,288793.566789,576788.069188,267090.40625,268533.046875,535623.453125,193346.0,770134.069188,1216198.43361,1619588.67982
0050434,81281.9,2.78837,81002.6,2.82754,162284.5,2.807955,251880.522897,254196.586739,506077.109636,211530.203125,211321.640625,422851.84375,171276.0,677353.109636,1018201.35192,1377377.80385
0050435,100294.0,2.69114,98742.8,2.68283,199036.8,2.686985,299399.005682,294151.911592,593550.917274,300561.875,288815.34375,589377.21875,192727.0,786277.917274,1309069.26012,1727615.76287
0050436,91140.0,2.93954,91487.0,2.90349,182627.0,2.921515,305385.320577,300607.390751,605992.711328,242676.75,240890.9375,483567.6875,223391.0,829383.711328,1216950.02114,1641198.49582
0050437,98038.3,2.75362,97348.6,2.71837,195386.9,2.735995,295159.909082,288968.48409,584128.393172,278428.265625,273625.375,552053.640625,221108.0,805236.393172,1249663.76631,1637629.59862
0050438,91615.5,3.02273,93223.4,3.0241,184838.9,3.023415,308033.432816,312222.964447,620256.397263,257715.015625,259576.96875,517291.984375,184681.0,804937.397263,1243611.12001,1616632.32231
0050439,101116.0,2.62726,101143.0,2.64552,202259.0,2.63639,293471.299427,293682.320886,587153.620313,287374.3125,284173.171875,571547.484375,224100.0,811253.620313,1278242.83813,1800473.57494
0050440,92719.4,2.63702,93210.1,2.64657,185929.5,2.641795,273238.017361,275968.616566,549206.633926,267055.640625,266409.25,533464.890625,183510.0,732716.633926,1183742.09507,1610925.73474
