subjects,surface_F.Coll.left,surface_F.C.L.a.left,surface_F.C.L.p.left,surface_F.C.L.r.ant.left,surface_F.C.L.r.asc.left,surface_F.C.L.r.diag.left,surface_F.C.L.r.retroC.tr.left,surface_F.I.P.left,surface_F.C.L.r.sc.ant.left,surface_F.C.L.r.sc.post.left,surface_F.C.M.ant.left,surface_F.C.M.post.left,surface_F.Cal.ant.-Sc.Cal.left,surface_F.I.P.Po.C.inf.left,surface_F.I.P.r.int.1left,surface_F.I.P.r.int.2left,surface_F.P.O.left,surface_INSULAleft,surface_OCCIPITALleft,surface_S.C.left,surface_S.C.LPC.left,surface_S.C.sylvian.left,surface_S.Call.left,surface_S.Cu.left,surface_S.F.inf.left,surface_S.F.inf.ant.left,surface_S.F.int.left,surface_S.F.inter.left,surface_S.F.marginal.left,surface_S.F.median.left,surface_S.F.orbitaire.left,surface_S.F.polaire.tr.left,surface_S.F.sup.left,surface_S.GSM.left,surface_S.Li.ant.left,surface_S.Li.post.left,surface_S.O.T.lat.ant.left,surface_S.O.T.lat.int.left,surface_S.O.T.lat.med.left,surface_S.O.T.lat.post.left,surface_S.O.p.left,surface_S.Olf.left,surface_S.Or.left,surface_S.Pa.int.left,surface_S.Pa.sup.left,surface_S.Pa.t.left,surface_S.Pe.C.inf.left,surface_S.Pe.C.inter.left,surface_S.Pe.C.marginal.left,surface_S.Pe.C.median.left,surface_S.Pe.C.sup.left,surface_S.Po.C.sup.left,surface_S.R.inf.left,surface_S.Rh.left,surface_S.T.i.ant.left,surface_S.T.i.post.left,surface_S.T.pol.left,surface_S.T.s.left,surface_S.T.s.ter.asc.ant.left,surface_S.T.s.ter.asc.post.left,surface_S.p.C.left,surface_S.s.P.left,surface_ventricleleft
50755,1657.52,1832.42,5532.39,354.598,790.347,223.546,,5697.65,,,700.038,2188.34,2153.86,1680.9,,709.63,1809.52,3898.23,4593.61,3567.34,83.4898,,810.856,854.088,1125.5,550.188,2281.45,1802.86,855.709,499.802,,1397.25,2874.6,82.5533,476.325,311.784,1223.49,148.153,104.196,1726.43,306.382,312.767,1988.31,669.144,26.5525,384.209,814.456,1051.22,,862.346,750.976,1262.69,181.86,68.9404,2182.55,2075.36,1113.95,2506.66,1453.48,58.644,357.405,1052.3,2871.94
50756,2130.28,1306.16,4237.98,161.219,957.207,,782.387,5416.35,38.6593,,1415.97,1142.49,2333.82,1853.74,578.061,179.65,983.033,3764.32,3943.78,2927.72,553.522,438.716,480.138,969.072,1342.69,386.21,2625.87,2659.01,601.613,528.641,186.524,735.467,3091.12,,187.629,450.153,1042.13,30.394,,1021.65,294.02,537.896,1435.02,780.884,911.077,,911.736,905.518,,710.804,1111.37,804.056,129.377,433.201,1967.56,1588.44,774.721,2805.17,2057.85,1517.31,103.898,921.088,3166.61
50757,1300,1928.64,3704.65,573.503,762.207,,309.812,4731.92,,67.883,851.24,1553.16,1796.23,1562.05,40.5757,284.709,1792.39,3075.94,3215.44,2806.09,,,415.871,341.092,551.669,299.406,1878.06,2228.88,,710.892,72.1354,498.901,2610.74,294.543,145.438,407.665,196.231,340.354,200.344,758.968,249.756,563.833,1280.31,1052.17,96.6603,196.956,1387.32,802.538,141.059,467.019,1057.45,554.553,49.9133,1274.48,1951.07,1763.64,495.283,3029.38,616.747,656.868,423.123,755.478,2088.23
50772,2094.18,2099.67,4346.6,397.059,386.251,,32.6617,6069.91,,190.698,1098,1610.8,2023.78,2629.82,1024.31,35.5325,1502.29,4221.66,3185.14,3762.58,,300.516,921.152,385.828,1203.96,566.848,2526.57,3570.85,106.348,549.612,185.708,538.495,3134.32,134.835,,195.9,1124.84,287.093,194.893,1684.71,164.87,827.108,1784.56,832.867,673.324,133.381,2512.6,429.568,1288.79,,,799.838,48.493,459.028,1955.9,855.27,709.647,6605.61,318.745,649.028,239.512,817.714,2876.74
50773,1728.98,2312.18,4425.08,897.654,607.915,,371.138,6280.75,,205.229,497.196,1651.27,2314.04,1882.36,374.932,,2355.61,4539.49,4432.69,3555.82,,369.53,400.599,696.69,1198.03,619.555,2693.09,3382.3,133.663,1610.23,345.437,1411.56,2124.5,607.625,119.528,622.758,1658.11,451.286,488.416,1119.45,,881.714,1831.82,1258.82,741.487,,797.191,1831.75,287.305,890.038,665.279,648.091,195.422,656.66,2843.96,2091.81,2129.76,4631.95,545.936,982.783,530.775,911.398,2934.78
50774,2011.61,2091.22,4795.57,572.001,655.917,,480.371,5862.9,,36.3127,1371.73,1905.56,2084.85,3428.76,766.212,369.457,944.125,4034.22,4849.11,3227.58,143.2,295.714,755.61,2170.71,990.304,781.962,2337.69,3230.8,1237.49,326.206,491.424,924.1,4611.36,77.4427,47.5847,799.869,929.732,475.463,692.205,1487.24,127.134,782.01,1923.89,877.738,833.716,86.3797,1208.61,1359.85,97.1403,442.772,706.633,592.635,74.1158,613.658,2260.73,1965.77,1286.36,4540.79,33.2555,1649.35,60.6808,1123.77,2545.75
50775,1637.12,2634.27,5736.78,498.929,875.817,,670.063,6133.49,,,1638.49,2036.03,2817.19,1360.42,589.303,809.891,2288.55,3918.81,3263.71,3458.83,,358.725,1178.18,889.19,1310.85,517.803,2634.08,3398.39,586.126,1075.74,718.938,1308.88,2796.87,758.516,197.161,450.458,1851.67,91.5842,883.786,1556.25,154.725,807.35,1797.54,18.3547,364.5,43.8202,1344.69,1282.86,156.969,524.847,1261.56,1177.68,,342.909,2124.95,1921.08,1189.98,4036.75,2108.46,961.734,358.577,1527.84,2915.02
50776,2440.31,1749.07,4376.83,312.009,518.516,,977.172,5654.34,89.0256,,620.243,2070.11,1758.11,916.33,542.182,,2344.93,3628.11,4081.83,3092.74,45.5321,,677.992,347.102,689.002,531.241,2160.03,2146.38,642.695,838.285,367.936,839.384,2268.9,823.399,575.004,237.126,1112.46,147.579,1174.67,1157.19,524.806,569.807,1165.77,495.882,977.561,,1788.31,539.938,402.563,326.497,1022.28,890.011,22.588,302.453,1357.74,2523.24,1028.69,3551.98,398.562,1642.33,103.954,785.786,2272.92
50777,2134.26,2596.57,5414.39,750.373,507.594,717.536,,6002.99,,257.789,511.963,2137.51,2373.23,2951.59,418.972,120.051,3187.62,3907.26,4332.1,3457.26,66.4686,603.087,933.419,710.185,1599.45,431.585,3183.54,2823.42,560.124,1082.49,308.054,649.815,3447.79,,756.898,710.326,1345.93,236.854,1589.46,763.23,,1061.94,1993.79,1373.06,505.864,40.9256,99.5128,1511.22,,141.254,1017.45,1051.34,165.77,765.573,2611.75,2560.66,1658.14,5635.98,76.1687,1104.77,418.211,658.752,2839.77
50778,2307.89,1708.77,4682.81,,991.635,,163.51,4415.55,,172.44,636.119,1385.53,1707.98,393.562,66.4974,88.714,1371.3,3422.52,3874.22,2715.2,,,399.268,317.865,1119,545.723,2412.47,1009.2,666.599,384.364,197.873,657.906,2652.02,590.064,294.202,,675.331,243.733,576.901,972.736,,196.599,1805.5,557.951,677.503,709.549,1366.4,1772.47,191.686,846.559,561.421,1677.8,50.1228,594.323,2292.14,1488.07,1132.12,3697.2,502.042,,232.2,581.563,2252.45
50779,1385.77,3230.77,4168.04,460.272,569.925,140.995,181.214,4479.79,,,228.55,1479.27,1444.2,976.668,48.2052,,1941.78,2202.78,2620.84,2552.36,,154.447,577.729,178.003,1122.1,605.81,1960.7,1233.8,684.343,535.052,153.085,710.755,2626.14,278.878,353.424,403.579,1089.23,47.868,758.146,1162.11,295.955,320.567,951.075,1124.07,,,777.809,1111.35,170.659,491.302,183.886,760.084,148.062,70.9571,1713.95,1638.54,460.821,2974.21,503.213,741.089,33.4532,489.086,2116.3
50780,1904.78,1919.77,5496.92,472.945,639.132,,83.7207,5498.59,,,375.771,1248.8,2586.5,1753.68,230.586,,2060.5,3808.65,4361.75,3203.88,184.849,,982.435,486.286,2134.83,229.922,2512.45,2677.67,1119.41,1443.04,538.764,902.555,2164.47,272.729,283.724,853.127,594.829,692.81,566.168,1087.95,51.3912,741.914,1213.4,465.301,1034.14,,1090.07,1718.94,349.118,437.624,1008.36,684.47,311.027,394.142,1456.98,2192.84,919.516,3453.61,38.0378,2455.81,600.645,1540.27,2303.01
50781,1470.08,1969.76,5121.32,,1357.21,,32.7811,5304.96,,290.651,816.745,2856.9,1666.69,2406.62,190.304,124.699,4083.23,3685.6,3141.44,3333.76,120.334,608.823,272.021,1190.3,1528.68,613.799,2455.19,1991.2,502.066,953.838,212.135,612.196,4764.82,499.562,1040.66,475.877,1241.13,528.146,231.271,1615,,744.604,1614.88,2049.26,212.288,,1218.11,2020.86,,618.337,413.773,414.184,,364.87,1421.61,1735.27,565.597,4469.59,1438.1,292.122,297.007,854.643,2770.13
50782,1497.47,86.6292,4463.42,649.748,592.637,,841.104,4096.51,,,1278.26,1642.7,1825.65,1048.7,610.096,562.741,1930.19,3789.56,3880.24,3629.01,311.605,,928.381,652.2,1720.08,79.6986,1455.92,3405.08,133.622,656.812,594.68,612.824,2748.26,553.125,398.511,693.646,905.872,548.071,,1672.32,,588.739,1261.06,442.195,1045.02,,1302.84,797.008,716.165,624.082,619.011,988.499,281.594,411.899,1918.05,1902.87,671.932,2759.93,356.6,1115.18,57.5159,722.984,3654.84
50783,1220.31,2031.88,4135.84,734.989,599.44,,373.084,5195.13,,143.879,62.7051,1700.58,1857.37,600.289,306.142,239.415,1591.69,3337.51,4052.26,2703.38,193.058,178.825,769.291,208.556,1473.07,618.096,2622.7,1912.02,763.428,545.635,129.324,625.436,2941.22,195.069,207.636,640.594,875.786,278.958,447.04,1065.07,383.214,691.809,1417.93,,926.855,180.669,1050.46,511.817,503.986,491.531,943.968,785.017,72.7384,157.31,1129.34,1943.65,281.616,2911.21,934.264,712.635,208.216,953.603,2203.59
50784,1736.05,2469.25,4050.35,611.15,949.883,,48.2119,5253.27,,,237.986,2370.22,2464.91,2034.56,904.427,224.482,1719.8,2956.33,3921.52,3197.33,146.511,28.0449,857.203,387.769,1651.75,639.466,2103.62,2390.9,711.18,558.162,290.572,489.682,3006.07,69.366,290.868,375.754,1185.28,219.415,622.628,1344.5,,684.315,1785.29,915.344,,,936.27,1839.71,120.694,604.48,361.28,1235.45,76.8442,299.84,1986.09,1276.37,418.196,4785.67,234.436,1033.84,243.697,475.809,2233.31
50785,1669.83,1108.72,2984.62,122.45,,78.3928,272.53,4692.25,,268.181,777.759,1884.57,1197.39,423.867,235.075,266.052,2018.47,4014.23,2606.8,2338,476.523,168.41,518.268,386.478,1267.87,90.2274,1222.3,1789.56,258.231,291.792,,768.679,2363.39,44.2065,107.213,399.411,412.015,431.093,361.824,749.425,,434.915,1622.11,679.484,211.734,,553.432,1241.78,120.216,459.955,394.848,607.405,,279.799,1032.38,1252.47,558.17,2975.8,201.47,1456.14,,605.598,2138.59
50786,1365.84,2460.48,5534.66,,868.618,,511.486,5783.2,,148.859,524.269,1728.62,1969.72,675.638,393.587,171.205,1952.05,4131.34,3588.61,3474.24,176.357,179.26,719.094,684.636,1537.11,973.485,2581.03,2375.96,1340.53,686.758,109.297,677.484,2911.72,,97.4085,691.281,1109,225,961.115,1723.11,318.198,674.602,2596.57,1774.84,338.856,,1034.84,799.574,566.522,591.314,733.683,789.844,149.451,385.34,1903.24,2414.25,948.144,2628.93,827.913,1679.62,357.944,773.228,2498.83
50787,2002.68,1524.12,4079.5,,1002.08,,553.901,4640.24,,91.4958,952.038,1690.16,1941.16,2340.72,181.547,,1529.25,3231.78,2994.78,3232.53,52.2364,244.429,744.473,251.456,755.832,716.204,1992.03,2118.37,522.353,373.038,142.5,635.377,3111.06,,50.552,396.881,898.04,224.119,480.864,970.871,421.694,861.792,860.784,1068.58,245.509,215.1,704.14,863.184,335.778,66.8813,888.059,544.432,,,2006.91,1226.62,420.289,4412.47,663.158,91.6026,786.905,662.138,2789.87
50788,2330.05,412.758,5595.81,,1758.59,,,5480.56,42.2145,391.612,201.348,1759.18,1768.36,2099.94,483.95,528.588,2950.08,3665.61,3715.33,2949.74,170.419,38.3982,1347.89,45.3736,790.833,870.193,3691.39,3177.37,747.451,1044.56,437.426,769.604,4671.74,,547.191,251.17,1069.05,113.469,1300.82,1028.98,416.297,854.099,2043,1084.71,185.557,37.6135,2293.66,360.24,,394.282,880.547,1168.59,,231.03,1756.93,1183.01,857.873,3956.44,323.649,1665.96,388.212,873.242,4646.62
50789,2789.32,1833.06,5139.57,615.717,978.929,,572.911,6980.56,,63.0964,1125.71,1505.42,2795.14,1526.02,178.901,550.549,1381.17,4450.02,4861.47,3374.51,143.566,147.009,660.419,81.9993,798.337,802.537,2239.25,2677.24,721.327,680.965,705.764,503.546,2385.81,36.9456,305.959,203.721,454.198,75.6545,708.301,961.445,,785.116,965.392,690.853,125.804,,574.899,2108.89,521.625,508.927,809.032,1920.84,36.8545,413.473,1484.34,1824.2,969.056,4181.04,1020.92,471.071,102.52,804.729,2374.72
50790,1845.16,1468.53,3950.21,464.463,599.966,,80.7667,5137.22,,182.673,1221.74,2115.77,1619.44,1640.07,448.312,,1331.3,3139.64,2683.83,3141.53,,,381.379,167.125,1671.48,628.192,1372.34,1690.83,229.693,60.6837,,209.676,2463.36,,202.879,171.168,1226.71,96.1484,1262.35,578.945,,975.76,864.621,,747.917,847.838,606.019,824.582,618.935,,610.178,513.108,,135.742,890.618,1105.97,706.894,3210.69,956.055,1335.41,,592.924,1934.89
50791,1998.03,2796.08,6194.3,666.253,922.425,202.25,805.385,5958.28,,221.026,39.0673,2656.05,2234.85,1445.93,436.735,408.634,2400.9,4097.69,4611.34,4336.51,40.051,83.0144,1063.44,122.604,1172.31,944.305,3210.35,2456.55,1111.19,1370.41,66.8652,1101.26,3479.17,236.952,96.0749,158.652,1573.21,947.646,508.635,846.32,,846.463,2219.48,1436.15,1019.97,,946.327,2518.7,1156.28,432.297,742.475,1775.28,465.891,526.947,2991.73,1965.11,1540.37,3756.91,224.217,2081.54,388.369,1095.97,2900.49
50792,2516.43,2073.47,6134.89,692.594,823.254,102.035,521.778,6805.53,,,1375.48,1393.81,1635.24,2334.19,606.36,247.09,1878.87,4399.83,3991.93,3521.04,247.446,,829.56,648.253,1754.31,510.204,1378.24,2528.7,668.697,1005.92,356.482,1316.11,3881.74,242.043,,649.426,1529.71,385.615,194.323,1916.75,215.531,728.235,1681.76,884.508,684.463,426.735,696.913,2015.31,392.407,695.821,467.699,1237.22,462.244,310.549,2016.45,1544.28,298.503,4046.05,251.477,1600.54,129.752,1217,2602.12
50793,1287.34,1660.73,4853.47,788.545,,691.837,,5169.39,,,1063.34,1072.44,2092.31,1279.72,33.6513,43.9864,2010.08,3351.63,3917.58,3425.37,47.0787,,1022.27,105.863,2088.52,178.349,1086.94,1469.71,624.884,1167.36,407.531,689.735,2884.49,117.275,292.286,620.671,538.855,150.457,806.644,1369.13,,750.84,1515.05,1051.56,,227.386,907.411,1051.13,430.184,388.547,950.486,1442.98,165.711,511.256,1480.32,1743.98,864.904,3597.61,1219.18,1626.18,28.0805,760.76,2496.81
50794,1972.23,2134.49,4031.41,679.421,679.343,316.742,814.28,5285.73,156.707,,791.392,1282.7,1873.03,1853.22,674.61,436.969,1623.55,3132.28,3465.18,3679.1,,,634.511,615.716,2256.11,539.246,2099.54,2257.16,882.986,924.618,99.5361,767.874,2126.43,207.728,,113.318,1215.17,59.8727,382.401,1108.08,,717.612,1732.21,623.957,447.896,851.427,,940.386,409.533,630.773,919.306,655.38,119.332,202.004,2688.31,2589.48,1696.51,2110.52,1906.7,,25.3352,523.617,2236.88
50795,2042.89,2497.66,5015.75,621.196,,519.306,507.415,5793.03,,351.739,1442.32,1181.5,3147.94,1045.02,206.809,287.81,1003.7,4181.65,3615.19,3482.92,,399.349,847.755,1067.09,3302.73,1144.35,2480.38,1007.93,779.523,1206.2,323.637,1214.62,3576.59,,560.779,415.898,853.778,72.8932,950.096,199.992,,785.624,1288.98,663.938,283.304,,86.6601,292.715,66.4699,172.887,,1386.89,142.572,332.246,2103.29,2320.26,841.676,3937.29,873.045,1607.51,606.681,1253.64,2162.74
50796,1430.53,915.69,3925.15,,589.994,402.129,116.435,4529.87,,,309.268,1509.85,1412.4,2071.11,147.45,,1963.79,4667.16,3473.81,2865.45,33.5678,,702.096,443.633,1588.21,741.78,1908.55,2214.64,196.332,313.909,511.671,635.487,2981.25,31.1868,480.442,304.439,945.297,945.431,68.8193,375.745,256.017,685.872,1592.59,1634.15,,50.576,547.912,785.489,255.934,679.869,828.718,710.706,96.6275,43.6295,1788.72,1431.6,999.084,3368.41,1163.06,1029.18,491.053,479.325,1982.44
50797,2110.69,2944.19,6520.86,470.373,610.814,239.122,650.659,5236.14,,85.4158,603.015,1280.16,3223.39,2197.51,196.11,93.4501,2520.64,3766.19,5409.16,3150.94,93.2839,,895.85,500.346,2116.97,678.373,2200.78,2345.27,617.344,990.72,680.15,830.771,3620.33,679.29,232.178,994.801,908.101,417.311,984.638,1176.43,42.489,940.545,1774.22,312.157,613.945,,682.526,1037.28,294.648,422.902,718.459,664.193,415.432,307.445,1357.1,1536.19,957.765,2754.22,680.833,1773.79,692.234,528.823,2903.89
50798,2172.46,2244.76,5688.2,775.959,760.229,,327.369,5411.18,,,892.98,1120.41,2275.61,2345.65,391.313,,1327.32,3298.8,5174.16,4334.5,429.894,,956.773,203.304,1771.3,289.548,2144.15,3440.19,789.119,756.157,353.88,1451.81,2798.48,406.844,,408.343,668.823,160.816,552.256,1493.02,254.878,700.461,2452.26,997.83,233.152,151.878,1521.56,522.116,694.534,1041.47,792.159,1102.33,576.854,603.622,1844.52,1691.84,1664.46,3572.43,1708.21,1761.29,383.997,1229.77,2283.34
50799,2346.71,1733.02,3818.14,609.615,654.395,137.814,533.246,6057.35,,333.867,1259.94,1383.31,2551.64,2111.36,162.208,,1683.39,3142.29,3307.33,3177,124.598,,1155.56,128.39,903.303,414.04,1796.36,3212.35,442.77,371.482,286.676,779.605,1954.5,95.3747,533.42,192.64,585.862,740.855,592.858,1565.85,59.4257,730.002,1772.6,794.632,80.6165,,650.328,1784.43,1450.83,472.339,,1233.83,,336.291,2043.48,963.309,840.207,2868.46,961.202,3078.04,329.859,1171.57,1437.53
50801,1076.81,2328.13,4628.07,704.137,183.53,735.689,394.19,5959.3,,209.886,867.158,1715.32,3668.26,1521.21,,58.5289,1624.33,4461.12,3855.53,3516.74,595.25,,1014.61,195.915,659.966,296.677,2593.21,2165.88,950.364,810.594,416.725,1225.8,1982.99,95.6997,171.558,1056.7,1490.09,346.691,262.375,1321.59,,773.664,1605.37,963.851,713.904,,983.839,1226,989.442,281.421,909.241,790.445,244.287,582.882,1615.55,1200.35,998.302,3550.49,610.304,1443.48,120.332,945.615,2585.48
50802,2042.23,2529.09,4292.09,1014.9,322.608,,989.965,6159.74,,246.88,1342.13,1709.47,1907.15,591.143,533.225,418.379,2143.18,3124.59,3548.97,2598.19,100.545,179.488,1029.53,904.845,1737.07,,2839.93,2813.97,955.508,815.763,295.529,399.54,3053.48,414.305,414.091,373.736,679.736,103.437,639.174,2434.81,285.614,821.466,1704.71,1619.4,310.743,,1097.53,394.828,,751.38,1035.23,1312.87,,528.556,1768.46,1514.24,1114.17,3579.49,,1418.61,486.422,955.747,2636.18
50803,2335.58,1805.84,5793.7,,704.533,1037.26,807.982,5242.4,60.4567,276.567,1402.69,1694.51,3135.28,2440.25,553.898,154.589,1605.48,5017.52,3717.35,3170.37,132.092,550.988,856.932,400.185,1542.6,833.518,1858.85,3311.64,401.919,685.156,493.005,806.238,3596.59,,834.866,605.034,545.367,,1259.4,1545.32,,859.27,2079.45,420.426,498.601,,30.3118,1402.73,1296.85,353.284,,574.85,177.193,343.318,3144.22,3515.29,880.037,2294.34,1868.48,113.656,383.355,1252.08,2555.38
50804,2780.7,3424.27,4420.86,524.415,534.78,705.996,496.406,4334.32,38.5988,131.525,270.21,1307.73,2506.51,1355.03,910.806,45.768,1619.2,2986.92,2964.79,2906.97,145.725,159.462,1114.87,1010.32,892.191,1078.88,3135.49,2308.22,625.301,822.82,446.707,847.251,2828.05,62.9899,201.355,577.324,1517.55,,,795.292,458.64,705.709,1383.86,865.877,172.631,,,1754.65,287.946,471.87,543.622,2127.3,,,2334.84,2839.03,708.805,3671.42,950.111,2289.57,479.559,1089.21,2524.67
50805,2328.02,1724.48,4934.83,417.415,719.956,750.064,970.084,4661.19,,194.214,696.596,2070.94,2406.53,1861.75,135.649,462.081,2116.64,4352.42,3680.07,3363.07,,112.53,,805.757,1359.53,696.931,2003.37,2374.39,941.372,1066.62,278.127,605.218,3529.65,208.778,282.126,176.537,1612.94,207.944,,2477.34,227.061,842.021,1923.85,586.753,1453.02,,1199.41,128.942,,555.925,658.304,1065.93,155.997,538.44,2752.98,1286.96,1111.44,4612.21,1876.65,1278.38,418.183,1135.85,3343.31
50806,2242.31,2208.16,4959.79,885.881,,595.938,,4802.98,,,1123.53,1618.84,2050.59,2245.01,643.941,315.71,1630.95,4312.95,3969.95,3091.72,,202.113,760.749,495.553,1416.03,,962.498,2336.75,,523.629,500.987,236.355,3313.12,,579.663,607.159,566.47,323.383,259.717,931.643,224.128,731.232,1181.41,1695.67,212.541,,914.809,1048.87,48.246,337.424,,1469.85,245.825,504.839,2143.86,1785.2,1076.91,4042.4,691.728,775.476,116.596,990.693,2173.59
50807,1733.93,1779.54,4956.69,380.231,491.692,,629.715,4488.89,,,,1493.61,1946.08,1656.51,92.0698,559.745,1874.19,4324.27,2714.56,3332.61,,245.331,808.896,580.942,1490.86,288.867,2486.54,1337.44,731.151,1604.53,348.93,386.716,3251.11,275.84,163.225,418.23,1120.15,159.217,746.462,1337.36,,614.04,1363.19,1144.91,363.515,588.171,999.712,1362.56,249.606,1265.69,627.306,1158.22,137.199,491.288,3204.56,1143.91,766.681,2243.41,1026.67,1296.96,385.098,820.603,2693.92
50808,1947.97,1804.62,4775.64,862.196,674.554,,494.044,5555.34,,153.724,884.046,2392.89,1839.42,1757.53,,177.932,2003.22,3960.57,3767.13,3149.86,77.9703,96.5301,1013.07,536.371,753.777,287.459,2226.8,2911.59,458.17,326.736,680.316,1227.65,2849.84,,769.072,401.804,1576.64,374.892,212.717,1012.22,257.777,703.526,1391.48,1459.45,640.004,,928.845,1392.32,429.92,366.639,731.635,806.321,97.3514,579.144,1777.98,1479.02,920.88,3618.16,981.806,1776.93,359.261,560.839,2415.1
50809,1936.96,2006.95,5916.5,739.046,743.132,,144.083,4957,,,1504.57,1978.45,3129.98,2041.08,678.981,,2746.52,3658.97,3916.48,3423.54,35.0796,103.007,74.5001,387.085,1559.85,934.414,1654.56,2161.59,1153.67,796.171,70.3009,692.665,2418.44,457.575,397.028,781.523,1162.2,240.141,427.453,1540.36,107.486,940.19,1453.42,480.38,1099.04,,1076.48,1680.94,234.87,855.314,1137.39,1158.99,300.838,357.361,1976.66,2007.13,897.441,3687.16,1266.08,1210.14,323.1,1093.59,4070.13
50810,2599.47,833.103,4022.44,508.241,228.841,,764.488,5700.86,,,776.683,1920.8,1913.79,1167.79,1250.88,383.048,1867.87,3965.74,3273.33,3571.21,82.5444,183.214,605.816,606.725,1961.14,486.559,2130.72,2616.37,667.524,509.65,,817.873,3514.83,166.857,,462.716,489.311,474.632,633.004,1507.33,290.043,802.166,1941.53,1185.01,695.958,161.269,841.179,1609.98,52.6458,479.847,33.8485,1233.21,102.002,711.738,2282.62,1335.79,558.557,4483.95,1013.77,1535.22,89.1952,799.003,2629.89
50811,2115.58,2100.14,4870.39,637.696,592.85,,,5847.23,,67.5841,809.78,2255.46,2102.18,1839.02,269.964,822.529,1953.6,4264.92,3811.1,3605.57,191.753,465.728,611.68,1117.12,2533.1,291.433,2526.33,1963.77,683.615,1556.51,369.023,518.262,4182.23,148.492,489.862,129.726,1638.54,251.915,508.23,1750.73,73.6949,721.246,1579.58,1157.07,,790.817,631.005,1425.88,610.057,961.467,154.474,1311.8,83.5395,772.452,1479.52,2256.51,1095.05,5702.77,380.958,1257.92,399.324,747.682,2544.44
50812,2688.01,1863.43,4337.12,653.27,610.348,,117.686,5156.88,,,963.621,2030.16,1551.97,1376.68,234.659,475.202,1711.12,3980.6,3782.89,3030.46,97.4153,444.075,674.838,727.463,1408.56,242.427,1570.7,1972.56,659.549,489.013,835.297,828.528,2424.51,489.98,218.296,85.0367,565.33,212.176,486.467,685.751,462.684,684.384,1332.33,490.963,243.785,,1026.26,1377.84,238.897,835.665,856.869,611.399,322.719,137.373,1661.39,1469.87,1633.52,3219.33,713.064,1374.83,310.546,860.277,2516.04
50813,1625.41,1863.86,3292.59,590.966,626.131,,463.521,5126.45,,95.2713,801.035,1563,1328.03,1414.5,189.331,326.8,1851.74,3649.35,2555.34,3385.36,193.928,,719.816,606.635,948.857,676.276,2120.06,2437.01,711.441,1158.01,344.808,668.558,2819.76,358.725,182.372,457.112,559.969,1096.8,99.4925,754.947,545.848,890.483,1649.4,751.984,1029.07,87.8544,1140.24,734.706,1041.56,702.54,46.4227,1032.41,359.948,706.195,2048.43,1790.56,837.697,3280.41,1125.25,1586.38,23.2746,819.19,2458.43
50814,2594.19,1518.47,5995.49,1100.97,195.437,720.897,854.654,5638.61,,151.697,1576.58,1850.07,2069.88,2016.93,505.453,652.293,2860.4,4006.35,5337.33,4871.58,,285.995,898.99,1031.11,1898.95,190.444,3048.88,3030.45,876.361,687.25,916.199,784.442,2973.13,117.116,564.36,853.789,1135.96,302.728,335.904,1967.85,407.983,714.478,1607.57,1081.46,598.938,80.8412,74.12,1390.38,254.935,288.394,218.983,1340.09,278.645,190.88,2016.89,2301.55,730.572,4121.73,656.748,1681.26,241.135,1082.87,2385.75
50815,1906.39,281.423,3036.95,,198.918,28.4335,449.671,3963.58,,,295.906,987.069,1268.36,1216.4,56.9681,374.153,1917.69,3374.33,2663.49,2325.62,153.69,76.3269,409.314,284.281,843.672,113.817,874.729,2254.22,474.832,126.804,188.535,93.7878,2072.52,309.606,188.389,362.339,396.107,391.498,,1926.84,305.599,331.581,225.694,220.293,,,266.57,788.011,248.709,247.223,507.168,231.195,88.5379,419.747,1394.84,1497.32,98.4456,2487.61,1018.98,869.544,29.4465,1019.6,2199.85
50816,1971.75,2114.58,3398.64,547.566,789.892,,294.587,5676.14,,112.847,437.483,1706.05,1091.33,2007.76,816.303,,1670.53,3126.89,3243.1,2943.01,107.94,,669.09,208.209,598.079,1080.51,2045.45,2072.67,317.073,1153.11,,524.708,2545.38,363.732,198.186,761.675,911.962,574.83,47.812,1621.65,,586.135,1937.4,338.273,216.961,917.247,962.976,1456.16,450.063,571.673,594.681,443.318,,456.592,1687.86,1411.64,736.716,4153.77,291.607,1776.88,,538.802,1838.11
50817,1353.39,2209.74,3129.28,654.547,821.199,,604.998,5127.64,,214.437,1192.95,2062.75,3212.09,1110.86,844.565,,1692.97,4036.41,3784.85,3768.29,,231.992,709.531,472.61,1561.81,,2150.05,1746.77,689.948,1054.67,456.469,937.238,2118.58,319.933,316.056,676.208,1595.82,88.7328,809.9,962.067,,800.827,1632.51,658.962,727.847,,980.789,1525.14,936.274,317.412,422.266,1468.46,265.745,447.462,1341.34,1798.75,926.141,4661.03,354.153,1956.82,390.084,577.755,2954.18
50818,1458.02,2732.4,4617.25,513.136,720.831,38.2192,418.289,5053.51,213.004,,1570.46,1190.23,3237.91,1819.44,480.853,31.8111,888.555,2136.49,3666.86,3577.21,230.429,,1082.33,929.957,1663.91,212.553,2774.4,1845.29,482.87,2371.33,668.266,1541.96,1065.69,,36.9938,916.912,823.037,454.064,839.98,410.95,639.781,135.66,3253.1,1197.22,396.515,,,723.536,,921.441,189.551,568.13,113.127,275.985,2195.49,1400.43,616.967,3248.91,1036.89,481.075,29.3115,673.487,3390.52
